	Lattice depth (Er)	Lattice depth (uK)	Excitation freq. 1->2 (Hz)	Excitation freq. 1->3 (Hz)	Excitation freq. 1->4 (Hz)	Excitation freq. 1->5 (Hz)	Excitation freq. 1->6 (Hz)	Excitation freq. 1->7 (Hz)	Excitation freq. 1->8 (Hz)	Excitation freq. 1->9 (Hz)	Excitation freq. 1->10 (Hz)
1857	1857.0	180.72270112939438	129539.9188600821	129539.97446931599	257527.553302099	258299.99559228343	258300.39021005816	384719.9148798403	384726.32574128435	386269.3422399607	386278.78199398034
1858	1858.0	180.82002083921097	129575.21120252673	129575.26708968385	257598.1510349667	258370.58698411204	258370.98347287756	384825.8365833612	384832.27641219774	386375.2599919533	386384.68162273464
1859	1859.0	180.91734054902756	129610.49404714433	129610.55021335612	257668.72978016335	258441.15938017177	258441.55774722036	384931.7298276251	384938.1987305136	386481.1493060004	386490.5527648026
1860	1860.0	181.01466025884415	129645.76740145356	129645.82384796311	257739.28955296744	258511.71279571764	258512.11304844954	385037.59463579365	385044.09271961567	386587.0102052035	386596.39544307376
1861	1861.0	181.1119799686607	129681.0312731645	129681.08800105163	257809.83036874092	258582.24724606227	258582.64939188733	385143.43103101273	385149.95840298943	386692.8427127563	386702.20968070393
1862	1862.0	181.2092996784773	129716.28566988432	129716.34268039532	257880.35224296435	258652.7627466516	258653.16679285056	385249.2390363373	385255.79580404825	386798.6468518512	386807.99550065305
1863	1863.0	181.30661938829388	129751.5305992286	129751.58789356222	257950.8551907824	258723.2593125981	258723.66526670815	385355.0186749491	385361.60494620056	386904.4226456404	386913.7529259601
1864	1864.0	181.40393909811047	129786.76606889765	129786.82364826696	258021.33922771117	258793.73695936656	258794.14482880587	385460.76996996126	385467.38585286104	387010.17011726194	387019.4819796154
1865	1865.0	181.50125880792706	129821.9920865609	129822.0499520573	258091.8043689217	258864.19570210463	258864.6054943601	385566.4929443341	385573.13854734384	387115.8892897475	387125.18268448155
1866	1866.0	181.59857851774365	129857.208659709	129857.26681253125	258162.25062966163	258934.635556017	258935.04727856256	385672.18762112356	385678.86305289547	387221.5801861712	387230.85506353393
1867	1867.0	181.69589822756024	129892.41579599059	129892.47423736376	258232.67802528967	259005.05653643017	259005.47019678177	385777.8540232988	385784.55939289805	387327.24282955186	387336.4991396299
1868	1868.0	181.7932179373768	129927.61350299262	129927.67223414501	258303.08657089906	259075.45865838887	259075.87426411777	385883.4921738811	385890.22759055486	387432.877242898	387442.11493561347
1869	1869.0	181.89053764719338	129962.80178820199	129962.86081033375	258373.4762818342	259145.84193720948	259146.25949577853	385989.10209563543	385995.86766909837	387538.4834491081	387547.702474237
1870	1870.0	181.98785735700997	129997.9806592826	129998.03997362067	258443.847173186	259216.20638793352	259216.62590703202	386094.6838115779	386101.479651685	387644.0614711574	387653.26177831856
1871	1871.0	182.08517706682656	130033.15012373979	130033.20973157976	258514.19926012968	259286.55202572193	259286.97351292436	386200.23734455847	386207.06356150063	387749.6113319405	387758.7928706773
1872	1872.0	182.18249677664312	130068.31018919506	130068.3700916126	258584.53255792253	259356.87886575915	259357.30232868795	386305.762717313	386312.6194216856	387855.1330542947	387864.29577393737
1873	1873.0	182.2798164864597	130103.46086308456	130103.52106139468	258654.84708152176	259427.1869229922	259427.61236932562	386411.25995269854	386418.1472553292	387960.6266610613	387969.7705108279
1874	1874.0	182.3771361962763	130138.60215299847	130138.66264838148	258725.14284620536	259497.47621265263	259497.9036500052	386516.7290735847	386523.6470855162	388066.09217511705	388075.21710408677
1875	1875.0	182.47445590609286	130173.73406649235	130173.79486020653	258795.41986696792	259567.74674969426	259568.17618584342	386622.1701026066	386629.1189353096	388171.52961919724	388180.63557619724
1876	1876.0	182.57177561590944	130208.8566109355	130208.91770413908	258865.67815881124	259637.99854907478	259638.4299917393	386727.5830624011	386734.5628276335	388276.9390159829	388286.0259498485
1877	1877.0	182.66909532572606	130243.96979384248	130244.03118787715	258935.9177369009	259708.2316259455	259708.66508279572	386832.96797575284	386839.978785524	388382.3203882677	388391.38824758434
1878	1878.0	182.76641503554265	130279.07362277024	130279.13531887304	259006.13861628217	259778.44599528055	259778.88147412747	386938.3248653334	386945.3668320231	388487.67375876935	388496.722492029
1879	1879.0	182.8637347453592	130314.1681052596	130314.23010466622	259076.34081186928	259848.64167198085	259849.07918061482	387043.653753687	387050.7269899377	388592.9991500911	388602.0287056131
1880	1880.0	182.96105445517583	130349.25324870339	130349.31555264305	259146.52433875448	259918.81867109536	259919.25821732913	387148.95466355636	387156.05928222457	388698.2965849392	388707.3069108365
1881	1881.0	183.0583741649924	130384.32906045059	130384.3916702023	259216.68921177785	259988.9770074115	259989.41859909904	387254.2276172689	387261.3637317155	388803.5660857933	388812.55713018007
1882	1882.0	183.15569387480895	130419.39554803699	130419.45846485211	259286.83544598732	260059.11669595007	260059.5603408724	387359.47263748583	387366.6403612956	388908.80767526565	388917.77938597085
1883	1883.0	183.25301358462553	130454.45271894347	130454.51594407932	259356.96305629765	260129.23775158759	260129.68345774704	387464.6897467674	387471.88919375493	389014.02137601987	389022.973700733
1884	1884.0	183.35033329444212	130489.5005806168	130489.56411531643	259427.07205764434	260199.3401892258	260199.78796443157	387569.87896751147	387577.11025186663	389119.20721042884	389128.1400967759
1885	1885.0	183.4476530042587	130524.53914030729	130524.6029858843	259497.16246483653	260269.4240236246	260269.87387585873	387675.0403221621	387682.30355839804	389224.3652010542	389233.2785964496
1886	1886.0	183.54497271407527	130559.56840550275	130559.6325632901	259567.23429276454	260339.4892696332	260339.94120680811	387780.17383305077	387787.46913603554	389329.4953702294	389338.3892220127
1887	1887.0	183.6422924238919	130594.58838359373	130594.65285485105	259637.2875562707	260409.53594206212	260409.98997220377	387885.27952270274	387892.6070074345	389434.5977404842	389443.4719956636
1888	1888.0	183.73961213370845	130629.59908222569	130629.6638681255	259707.32227038775	260479.5640559041	260480.02018698942	387990.35741357633	387997.71719554137	389539.67233434145	389548.5269399905
1889	1889.0	183.83693184352506	130664.6005082174	130664.66561019732	259777.33844962568	260549.57362563533	260550.03186570312	388095.407527665	388102.79972259654	389644.71917389386	389653.5540768101
1890	1890.0	183.93425155334162	130699.59266951913	130699.65808871202	259847.33610901306	260619.5646662356	260620.0250233103	388200.42988758447	388207.8546115253	389749.7382817436	389758.5534285884
1891	1891.0	184.0315712631582	130734.57557303311	130734.64131084894	259917.31526313958	260689.53719225628	260689.99967443483	388305.4245153467	388312.8818846186	389854.72967992345	389863.52501723735
1892	1892.0	184.1288909729748	130769.54922641822	130769.61528414472	259987.27592691168	260759.49121857295	260759.95583394112	388410.39143340394	388417.88156472816	389959.69339100696	389968.46886513475
1893	1893.0	184.22621068279136	130804.51363679524	130804.58001576677	260057.21811492596	260829.426759737	260829.89351638843	388515.33066383045	388522.85367413145	390064.62943698314	390073.38499422005
1894	1894.0	184.32353039260795	130839.4688116561	130839.53551313968	260127.1418420303	260899.3438305585	260899.81273670073	388620.2422289117	388627.7982355041	390169.53784026	390178.27342666354
1895	1895.0	184.42085010242454	130874.41475822625	130874.48178354747	260197.04712289877	260969.24244567877	260969.7135093852	388725.1261507243	388732.7152712577	390274.4186229801	390283.134184473
1896	1896.0	184.51816981224113	130909.35148380401	130909.41883435621	260266.93397210902	261039.12261961514	261039.5958491343	388829.98245141614	388837.6048037663	390379.2718073057	390387.9672896397
1897	1897.0	184.6154895220577	130944.27899582505	130944.34667284579	260336.8024044744	261108.98436715966	261109.45977068992	388934.8111531308	388942.4668555366	390484.0974154043	390492.77276421577
1898	1898.0	184.7128092318743	130979.19730138207	130979.26530618398	260406.65243447534	261178.82770275453	261179.30528854343	389039.61227780307	389047.30144881166	390588.89546929876	390597.55063000304
1899	1899.0	184.81012894169086	131014.10640782867	131014.17474178481	260476.4840767328	261248.65264097555	261249.13241733948	389144.38584755175	389152.10860608664	390693.6659911142	390702.3009091042
1900	1900.0	184.90744865150742	131049.00632249867	131049.07498699366	260546.2973460329	261318.45919656174	261318.94117172027	389249.131884443	389256.88834967103	390798.4090029605	390807.02362337185
1901	1901.0	185.00476836132404	131083.89705263547	131083.96604900178	260616.09225686948	261388.2473839775	261388.731566222	389353.85041045025	389361.64070185926	390903.12452684296	390911.718794698
1902	1902.0	185.10208807114063	131118.77860540873	131118.8479349425	260685.86882368827	261458.01721762566	261458.50361533108	389458.5414474213	389466.36568481853	391007.812584669	391016.38644479605
1903	1903.0	185.19940778095722	131153.65098814305	131153.72065219333	260755.62706120216	261527.76871217712	261528.2573337008	389563.2050173682	389571.0633208959	391112.473198525	391121.02659562026
1904	1904.0	185.29672749077378	131188.51420800443	131188.58420792676	260825.36698379234	261597.50188197623	261597.99273569588	389667.8411421369	389675.7336322975	391217.10639024846	391225.63926891616
1905	1905.0	185.3940472005904	131223.3682722487	131223.43860944983	260895.08860605545	261667.21674158043	261667.7098359083	389772.4498436399	389780.376641181	391321.7121818133	391330.2244864187
1906	1906.0	185.49136691040695	131258.2131881567	131258.28386397182	260964.79194244836	261736.9133054037	261737.4086487898	389877.03114367573	389884.9923696954	391426.29059506644	391434.78226987936
1907	1907.0	185.58868662022354	131293.048962803	131293.11997859282	261034.47700748473	261806.5915879256	261807.0891887628	389981.58506414655	389989.5808400699	391530.8416519608	391539.3126409956
1908	1908.0	185.6860063300401	131327.87560349336	131327.9469606139	261104.14381557712	261876.2516035079	261876.7514703381	390086.1116267606	390094.14207428886	391635.3653742531	391643.81562149
1909	1909.0	185.7833260398567	131362.69311727988	131362.76481713413	261173.79238112347	261945.89336651174	261946.39550780656	390190.6108532252	390198.6760944374	391739.8617836139	391748.29123284254
1910	1910.0	185.88064574967328	131397.50151153136	131397.57355551637	261243.42271859723	262015.5168913764	262016.02131573673	390295.0827654117	390303.1829227081	391844.33090209047	391852.7394969299
1911	1911.0	185.97796545948984	131432.30079327547	131432.3731827666	261313.03484240503	262085.12219246657	262085.62890832082	390399.5273849143	390407.6625809795	391948.7727512387	391957.1604351751
1912	1912.0	186.07528516930648	131467.09096957487	131467.16370593832	261382.62876665939	262154.70928385423	262155.2182999064	390503.9447332669	390512.11509110196	392053.18735267647	392061.5540689749
1913	1913.0	186.17260487912304	131501.87204782103	131501.9451324709	261452.20450617126	262224.27818029537	262224.7895050952	390608.33483247226	390616.54047540406	392157.5747284019	392165.9204202515
1914	1914.0	186.26992458893963	131536.6440349314	131536.71746926426	261521.76207496965	262293.8288957961	262294.3425379688	390712.6977038444	390720.938755606	392261.9348998235	392270.25951021415
1915	1915.0	186.3672442987562	131571.40693823886	131571.4807236107	261591.30148750043	262363.3614447569	262363.8774129389	390817.03336911777	390825.30995369446	392366.26788868586	392374.5713604701
1916	1916.0	186.46456400857278	131606.16076472815	131606.2349026352	261660.82275797016	262432.87584134896	262433.39414423506	390921.34184980736	390929.65409154503	392470.5737165459	392478.8559924646
1917	1917.0	186.56188371838937	131640.90552145508	131640.98001327593	261730.325900695	262502.3720998309	262502.892746133	391025.6231674045	391033.9711908805	392574.8524049955	392583.11342748255
1918	1918.0	186.65920342820593	131675.64121568704	131675.71606277904	261799.81092993505	262571.85023444047	262572.37323287287	391129.8773434874	391138.26127368165	392679.1039755815	392687.3436870842
1919	1919.0	186.75652313802254	131710.36785438532	131710.44305829814	261869.2778600047	262641.31025945017	262641.835618812	391234.10439950007	391242.52436178335	392783.3284498536	392791.5467926342
1920	1920.0	186.8538428478391	131745.085444643	131745.16100669763	261938.7267050367	262710.75218893064	262711.2799179149	391338.30435686384	391346.760476826	392887.52584925975	392895.7227652818
1921	1921.0	186.9511625576557	131779.793993621	131779.86991525505	262008.15747930863	262780.17603714135	262780.7061446034	391442.47723709414	391450.9696406792	392991.6961953393	392999.87162656133
1922	1922.0	187.04848226747225	131814.49350831096	131814.56979097822	262077.5701969403	262849.5818181546	262850.1143129304	391546.6230614939	391555.15187500307	393095.8395094788	393103.9933976537
1923	1923.0	187.14580197728887	131849.18399572125	131849.26064087127	262146.96487214195	262918.9695461245	262919.5044370633	391650.74185145396	391659.30720152153	393199.955813106	393208.0880998339
1924	1924.0	187.24312168710546	131883.86546304496	131883.9424721334	262216.3415191395	262988.33923526073	262988.8765312382	391754.83362837834	391763.43564184674	393304.0451276532	393312.15575429605
1925	1925.0	187.34044139692202	131918.5379171369	131918.61529165716	262285.7001519061	263057.69089948345	263058.23060938355	391858.8984134233	391867.53721764823	393408.10747433366	393416.1963822578
1926	1926.0	187.4377611067386	131953.2013652225	131953.27910648356	262355.04078476503	263127.02455307206	263127.56668579264	391962.93622808	391971.6119506176	393512.14287467033	393520.2100049557
1927	1927.0	187.5350808165552	131987.85581418464	131987.933923785	262424.36343167425	263196.3402099469	263196.88477450446	392066.9470934995	392075.65986230836	393616.15134989674	393624.19664348534
1928	1928.0	187.63240052637178	132022.50127101128	132022.57975037108	262493.66810668213	263265.63788411836	263266.1848894362	392170.9310308578	392179.6809741762	393720.13292119844	393728.15631889674
1929	1929.0	187.72972023618834	132057.13774281865	132057.21659342895	262562.95482396847	263334.9175897133	263335.46704487165	392274.8880614784	392283.6753079274	393824.0876099633	393832.0890524489
1930	1930.0	187.82703994600496	132091.76523652693	132091.84445976547	262632.2235975056	263404.179340675	263404.73125467397	392378.81820649415	392387.6428849786	393928.01543737197	393935.99486507766
1931	1931.0	187.92435965582152	132126.3837590582	132126.46335645524	262701.47444129444	263473.42315095954	263473.9775328422	392482.721486994	392491.5837267315	394031.9164245784	394039.8737778115
1932	1932.0	188.0216793656381	132160.99331751943	132161.07329058406	262770.70736952254	263542.64903470344	263543.20589351136	392586.5979242246	392595.49785486795	394135.79059283703	394143.72581178887
1933	1933.0	188.11899907545467	132195.59391869573	132195.674268896	262839.92239585053	263611.85700553	263612.41635046527	392690.4475391176	392699.3852905253	394239.63796312344	394247.5509877915
1934	1934.0	188.21631878527126	132230.18556977517	132230.2662986866	262909.11953469476	263681.0470778232	263681.6089179698	392794.27035295655	392803.24605547154	394343.45855685807	394351.3493270794
1935	1935.0	188.31363849508784	132264.7682775254	132264.84938647397	262978.298799561	263750.2192650371	263750.7836095252	392898.0663865501	392907.08017068927	394447.25239478494	394455.1208502349
1936	1936.0	188.41095820490443	132299.34204893306	132299.42353949795	263047.46020467323	263819.37358136533	263819.9404394316	393001.83566107333	393010.8876578621	394551.0194982245	394558.86557843216
1937	1937.0	188.50827791472105	132333.90689095517	132333.98876466302	263116.60376389907	263888.5100406138	263889.0794214515	393105.5781975235	393114.6685381589	394654.75988815865	394662.58353246364
1938	1938.0	188.6055976245376	132368.46281047288	132368.54506875755	263185.7294910785	263957.62865660683	263958.2005694014	393209.2940168046	393218.4228328888	394758.47358550306	394766.27473312
1939	1939.0	188.7029173343542	132403.00981443303	132403.0924588862	263254.8374001401	264026.72944320325	264027.30389727897	393312.98313986417	393322.1505633086	394862.1606113582	394869.9392012661
1940	1940.0	188.80023704417076	132437.54790959036	132437.63094178613	263323.9275049086	264095.8124142135	264096.3894187895	393416.64558754105	393425.85175069876	394965.82098657225	394973.5769577115
1941	1941.0	188.89755675398735	132472.0771030666	132472.16052445365	263392.9998192755	264164.8775834513	264165.45714794635	393520.28138084407	393529.5264163169	395069.4547321739	395077.18802325556
1942	1942.0	188.99487646380393	132506.5974016561	132506.68121368033	263462.0543571068	264233.92496477143	264234.5070984401	393623.89054063766	393633.1745813256	395173.06186906924	395180.77241860965
1943	1943.0	189.0921961736205	132541.10881208215	132541.1930164385	263531.09113205475	264302.9545717671	264303.53928401304	393727.47308758466	393736.79626680014	395276.64241802756	395284.33016443567
1944	1944.0	189.1895158834371	132575.6113414158	132575.69593957966	263600.11015810317	264371.96641839517	264372.5537185664	393831.0290426602	393840.3914940221	395380.1964000357	395387.8612815064
1945	1945.0	189.28683559325367	132610.1049964486	132610.18998988252	263669.11144897767	264440.9605183275	264441.5504158886	393934.5584265654	393943.9602841114	395483.72383584327	395491.36579045415
1946	1946.0	189.38415530307026	132644.58978399335	132644.67517436823	263738.09501843015	264509.9368852742	264510.5293896693	394038.06126016565	394047.50265812693	395587.22474638344	395594.84371199505
1947	1947.0	189.48147501288682	132679.06571085638	132679.151499691	263807.06088007794	264578.8955328032	264579.49065350357	394141.53756392223	394151.0186369898	395690.69915216137	395698.2950665692
1948	1948.0	189.57879472270346	132713.53278403217	132713.61897285175	263876.009047897	264647.8364748771	264648.4342213108	394244.9873588518	394254.5082420399	395794.1470742486	395801.71987498336
1949	1949.0	189.67611443252002	132747.99101020806	132748.07760059315	263944.93953539355	264716.7597249186	264717.3601066685	394348.4106654192	394357.9714940142	395897.5685331392	395905.11815757636
1950	1950.0	189.77343414233658	132782.44039620517	132782.5273896893	264013.85235634487	264785.66529668705	264786.2683233181	394451.80750432296	394461.4084140299	396000.963549603	396008.48993504985
1951	1951.0	189.8707538521532	132816.8809489045	132816.9683470673	264082.74752440915	264854.5532037979	264855.1588848897	394555.17789626954	394564.8190231173	396104.33214435703	396111.8352278873
1952	1952.0	189.96807356196976	132851.31267489112	132851.4004793048	264151.6250532296	264923.4234598365	264924.0318048807	394658.52186167793	394668.2033420247	396207.6743379847	396215.154056429
1953	1953.0	190.06539327178635	132885.73558130235	132885.82379361114	264220.48495651805	264992.2760784903	264992.8870972234	394761.8394213691	394771.5613919531	396310.9901512007	396318.4464414272
1954	1954.0	190.1627129816029	132920.14967453977	132920.23829631036	264289.3272477368	265061.1110731682	265061.7247752049	394865.13059559156	394874.8931934574	396414.27960444236	396421.7124029197
1955	1955.0	190.26003269141953	132954.55496164848	132954.6439944375	264358.1519406189	265129.92845755385	265130.5448526241	394968.3954050926	394978.1987676335	396517.54271839536	396524.9519615947
1956	1956.0	190.35735240123608	132988.95144923017	132989.04089462734	264426.9590487046	265198.7282451589	265199.3473429697	395071.6338702414	395081.47813519917	396620.77951357904	396628.1651377587
1957	1957.0	190.45467211105267	133023.3391441529	133023.42900377663	264495.7485856199	265267.5104495643	265268.1322597589	395174.8460116354	395184.7313171195	396723.9900105702	396731.35195180913
1958	1958.0	190.55199182086926	133057.7180530488	133057.8083285478	264564.52056484384	265336.2750841941	265336.89961661585	395278.0318495331	395287.9583340369	396827.17422974965	396834.5124239763
1959	1959.0	190.64931153068582	133092.0881828191	133092.17887569286	264633.27500000474	265405.02216264384	265405.64942707267	395381.19140456663	395391.15920675633	396930.33219172485	396937.64657462906
1960	1960.0	190.74663124050244	133126.44953989485	133126.54065186495	264702.0119044686	265473.7516982284	265474.381704463	395484.3246968543	395494.3339559593	397033.46391667455	397040.75442395214
1961	1961.0	190.843950950319	133160.80213132862	133160.89366404206	264770.7312919426	265542.4637046154	265543.09646250965	395587.4317470678	395597.4826025534	397136.56942536	397143.83599240833
1962	1962.0	190.94127066013561	133195.1459635754	133195.23791862838	264839.4331757471	265611.15819508495	265611.7937145151	395690.5125752776	395700.60516696546	397239.6487379696	397246.891299939
1963	1963.0	191.03859036995217	133229.4810434286	133229.57342243302	264908.1175693422	265679.8351830474	265680.47347387846	395793.5672019188	395803.7016700332	397342.7018748362	397349.9203668991
1964	1964.0	191.13591007976876	133263.80737774438	133263.90018223377	264976.78448637645	265748.49468211166	265749.135754301	395896.5956473514	395906.77213240665	397445.72885651607	397452.9232135937
1965	1965.0	191.23322978958535	133298.1249728643	133298.21820454832	265045.43393998634	265817.136705375	265817.78056882496	395999.597931639	396009.8165744951	397548.7297030194	397555.8998598475
1966	1966.0	191.33054949940194	133332.43383575513	133332.52749638679	265114.0659438734	265885.7612664864	265886.4079312295	396102.5740752678	396112.83501722343	397651.7044349265	397658.85032611084
1967	1967.0	191.4278692092185	133366.73397295488	133366.82806408982	265182.6805112829	265954.3683786465	265955.0178546552	396205.5240982835	396215.82748080714	397754.65307231795	397761.7746322251
1968	1968.0	191.52518891903506	133401.0253911639	133401.11991446652	265251.27765562554	266022.9580552285	266023.6103525506	396308.4480208706	396318.793986026	397857.57563551684	397864.6727984385
1969	1969.0	191.62250862885168	133435.30809697814	133435.4030541222	265319.8573902577	266091.5303095483	266092.1854382641	396411.34586326993	396421.7345533533	397960.47214474215	397967.5448447747
1970	1970.0	191.71982833866824	133469.58209708324	133469.6774896659	265388.4197285361	266160.0851549049	266160.7431250589	396514.2176455639	396524.6492031702	398063.34262011584	398070.3907911015
1971	1971.0	191.81714804848482	133503.84739807528	133503.9432278956	265456.9646838493	266228.6226046525	266229.2834263895	396617.0633878745	396627.53795605444	398166.18708188453	398173.21065763704
1972	1972.0	191.9144677583014	133538.10400669507	133538.2002753327	265525.49226944166	266297.1426719941	266297.80635545554	396719.88311036944	396730.4008323899	398269.0055501939	398276.0044642045
1973	1973.0	192.01178746811803	133572.3519293921	133572.448638577	265594.0024986787	266365.64537023404	266366.3119255537	396822.6768329463	396833.23785263987	398371.79804504506	398378.77223081305
1974	1974.0	192.1091071779346	133606.59117283352	133606.6883241868	265662.4953847382	266434.13071252394	266434.80014991877	396925.4445757534	396936.04903710575	398474.5645866192	398481.5139773141
1975	1975.0	192.20642688775118	133640.82174368633	133640.91933896652	265730.97094095725	266502.59871216386	266503.27104187425	397028.1863588189	397038.8344062523	398577.305195009	398584.2297236749
1976	1976.0	192.30374659756777	133675.0436485015	133675.14168936937	265799.42918060033	266571.0493823455	266571.7246146445	397130.90220204706	397141.5939804131	398680.01989018044	398686.91948977625
1977	1977.0	192.40106630738433	133709.25689379856	133709.35538194992	265867.8701168707	266639.4827362531	266640.1608813817	397233.59212549136	397244.32777984405	398782.7086922554	398789.58329541574
1978	1978.0	192.49838601720091	133743.46148623904	133743.56042345735	265936.293763037	266707.8987870961	266708.5798553273	397336.2561490304	397347.0358249097	398885.37162109383	398892.2211604757
1979	1979.0	192.59570572701747	133777.65743235082	133777.75682023505	266004.7001322132	266776.2975479453	266776.98154966335	397438.8942926078	397449.71813582204	398988.0086967631	398994.8331046834
1980	1980.0	192.6930254368341	133811.84473865625	133811.9445790147	266073.08923759864	266844.67903196096	266845.36597752763	397541.506576047	397552.37473285943	399090.6199391436	399097.4191478115
1981	1981.0	192.79034514665065	133846.02341163973	133846.12370623008	266141.46109233034	266913.04325223394	266913.73315200716	397644.093019196	397655.00563616055	399193.20536813844	399199.97930958506
1982	1982.0	192.88766485646724	133880.19345812523	133880.29420857222	266209.8157097507	266981.3902220574	266982.08308651636	397746.65364204283	397757.61086612917	399295.7650037803	399302.513609916
1983	1983.0	192.98498456628386	133914.35488450038	133914.45609254504	266278.1531028689	267049.71995440027	267050.41579393065	397849.1884643956	397860.1904428473	399398.29886589333	399405.0220683541
1984	1984.0	193.08230427610042	133948.5076970339	133948.609364408	266346.473284646	267118.0324621796	267118.7312872735	397951.6975057547	397962.74438624067	399500.806974122	399507.5047044812
1985	1985.0	193.179623985917	133982.65190257455	133982.75403107816	266414.77626841585	267186.32775868196	267187.0295798827	398054.18078624475	398065.2727167568	399603.2893485827	399609.9615381758
1986	1986.0	193.27694369573356	134016.78750755524	134016.89009890347	266483.062067158	267254.60585684545	267255.31068469136	398156.63832541864	398167.7754543932	399705.74600884627	399712.39258887636
1987	1987.0	193.37426340555018	134050.91451838848	134051.01757430765	266551.33069393097	267322.86676966684	267323.5746146795	398259.0701429795	398270.25261906174	399808.1769747958	399814.79787620815
1988	1988.0	193.47158311536674	134085.03294166765	134085.13646403706	266619.58216192503	267391.11051031575	267391.82138306194	398361.47625875246	398372.70423120505	399910.58226629574	399917.1774199458
1989	1989.0	193.56890282518333	134119.14278381545	134119.24677431892	266687.81648406776	267459.3370916652	267460.05100275285	398463.8566923412	398475.1303104623	400012.96190287743	400019.53123940993
1990	1990.0	193.66622253499992	134153.2440512721	134153.3485116516	266756.03367330786	267527.5465266049	267528.26348668244	398566.211463293	398577.53087703086	400115.3159042647	400121.859354186
1991	1991.0	193.7635422448165	134187.33675057843	134187.4416826837	266824.23374275304	267595.738828227	267596.4588479839	398668.54059134907	398679.9059508105	400217.6442901784	400224.1617838164
1992	1992.0	193.86086195463307	134221.4208881414	134221.52629364253	266892.4167053033	267663.91400934977	267664.6370995175	398770.8440959716	398782.2555518344	400319.94708022324	400326.43854772625
1993	1993.0	193.95818166444963	134255.4964704548	134255.60235122094	266960.5825740595	267732.072083063	267732.7982543029	398873.12199692725	398884.57970000553	400422.2242941545	400428.68966540403
1994	1994.0	194.05550137426624	134289.56350395517	134289.66986175682	267028.7313619158	267800.2130621895	267800.94232530915	398975.37431367603	398986.8784152897	400524.47595153656	400530.91515636875
1995	1995.0	194.15282108408283	134323.6219950228	134323.7288316849	267096.86308174144	267868.33695956104	267869.06932536693	399077.60106563405	399089.1517174239	400626.70207179914	400633.115039871
1996	1996.0	194.25014079389942	134357.67195015328	134357.77926736517	267164.97774653195	267936.44378813263	267937.17926737	399179.80227238813	399191.39962639945	400728.90267466084	400735.28933532105
1997	1997.0	194.347460503716	134391.71337572602	134391.8211754611	267233.075369208	268004.53356077656	268005.27216435585	399281.97795347014	399293.62216212344	400831.07777964615	400837.4380622304
1998	1998.0	194.4447802135326	134425.74627824206	134425.85456214822	267301.15596264735	268072.6062903327	268073.34802906826	399384.1281282968	399395.81934429234	400933.22740625334	400939.56123976456
1999	1999.0	194.54209992334916	134459.77066392318	134459.87943388798	267369.2195396931	268140.66198957455	268141.40687444276	399486.2528161892	399497.9911927254	401035.3515738857	401041.6588872935
2000	2000.0	194.63941963316574	134493.78653930177	134493.8957971668	267437.2661132811	268208.7006714113	268209.44871324534	399588.35203667515	399600.13772720395	401137.45030206174	401143.73102412
2001	2001.0	194.73673934298233	134527.79391073878	134527.9036582856	267505.2956961184	268276.7223485038	268277.4735583566	399690.425809056	399702.2589675241	401239.52361020504	401245.77766949235
2002	2002.0	194.8340590527989	134561.7927845998	134561.90302373446	267573.30830120365	268344.7270337853	268345.48142256204	399792.4741527664	399804.3549333413	401341.57151781657	401347.798842635
2003	2003.0	194.93137876261548	134595.78316725497	134595.89389979225	267641.30394123285	268412.7147399416	268413.472318696	399894.4970870892	399906.4256444189	401443.5940442098	401449.7945627862
2004	2004.0	195.02869847243207	134629.76506509472	134629.8762928245	267709.28262899147	268480.68547967885	268481.44625948684	399996.49463135813	400008.47112036805	401545.5912087698	401551.7648491093
2005	2005.0	195.12601818224866	134663.7384843998	134663.8502092955	267777.2443773711	268548.6392658611	268549.40325775323	400098.46680483216	400110.49138095684	401647.5630308779	401653.70972088457
2006	2006.0	195.22333789206522	134697.70343165932	134697.81565543514	267845.1891990761	268616.57611113356	268617.34332615166	400200.413626767	400212.48644569365	401749.5095297225	401755.6291971021
2007	2007.0	195.32065760188183	134731.65991309678	134731.77263767732	267913.1171068422	268684.4960281979	268685.26647755335	400302.3351164625	400314.456334327	401851.4307248183	401857.5232970135
2008	2008.0	195.41797731169842	134765.6079349376	134765.72116215972	267981.0281132502	268752.3990295684	268753.1727245262	400404.23129294446	400416.40106619295	401953.3266351943	401959.39203950437
2009	2009.0	195.51529702151498	134799.54750372074	134799.66123555135	268048.9222313392	268820.2851282705	268821.0620798197	400506.1021756345	400518.320661183	402055.197280292	402061.23544391687
2010	2010.0	195.61261673133157	134833.4786257674	134833.59286401575	268116.7994736457	268888.15433676593	268888.934556224	400607.9477836981	400620.21513866115	402157.042679309	402163.0535292068
2011	2011.0	195.70993644114813	134867.40130719237	134867.5160537249	268184.6598528261	268956.00666768715	268956.79016625544	400709.76813607226	400722.08451812755	402258.86285139504	402264.8463143078
2012	2012.0	195.80725615096475	134901.31555451793	134901.43081115955	268252.50338167144	269023.84213375417	269024.6289226809	400811.5632520542	400823.9288191963	402360.65781580954	402366.6138183726
2013	2013.0	195.9045758607813	134935.22137375094	134935.33714255897	268320.3300725984	269091.66074734495	269092.4508381062	400913.3331506356	400925.74806116853	402462.42759156186	402468.35606022703
